html_url_repository,path,date
https://github.com/AJueling/melt,src/notebooks/Plume.ipynb,2021-12-04
https://github.com/AJueling/melt,src/notebooks/example.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,1a_Introduction.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,1b_Fundamentals.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,1c_Functions.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,2a_numpy.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,2b_matplotlib.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,2c_advanced_Matplotlib.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,2d_SciPy.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,3a_pandas.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,3b_netcdf_xarray.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,3c_xarray.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,4a_cartopy.ipynb,2021-12-04
https://github.com/AJueling/python_climate_physics,4b_best_practices.ipynb,2021-12-04
https://github.com/aldertzomer/RFPlasmid,RFPlasmid_Conda_install_and_run.ipynb,2021-12-04
https://github.com/aldertzomer/RFPlasmid,RFPlasmid_systemwide_install_with_pip.ipynb,2021-12-04
https://github.com/alexandrosstergiou/Bootstrap-for-polling,assignmentnotebook.ipynb,2021-12-04
https://github.com/alexandrosstergiou/Traffic-Sign-Recognition-basd-on-Synthesised-Training-Data,.ipynb_checkpoints/CNN-Classifier-checkpoint.ipynb,2021-12-04
https://github.com/alexandrosstergiou/Traffic-Sign-Recognition-basd-on-Synthesised-Training-Data,.ipynb_checkpoints/Dataset_creator-checkpoint.ipynb,2021-12-04
https://github.com/alexandrosstergiou/Traffic-Sign-Recognition-basd-on-Synthesised-Training-Data,CNN-Classifier.ipynb,2021-12-04
https://github.com/alexandrosstergiou/Traffic-Sign-Recognition-basd-on-Synthesised-Training-Data,Dataset_creator.ipynb,2021-12-04
https://github.com/asreview/paper-evaluating-models-across-research-areas,results/extract_plots.ipynb,2021-12-04
https://github.com/asreview/paper-evaluating-models-across-research-areas,results/extract_results.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Appenzeller-Herzog_2020/process_Appenzeller-Herzog_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Bannach-Brown_2019/process_Bannach-Brown_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Bos_2018/process_Bos_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Cohen_2006/process_Cohen_datasets_local.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Cohen_2006/process_Cohen_datasets_online.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Hall_Wahono_Radjenovic_Kitchenham/process_Hall_Wahono_Radjenovic_Kitchenham_datasets.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Kwok_2020/process_Kwok_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Nagtegaal_2019/process_Nagtegaal_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/Wolters_2018/process_Wolters_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/van_Dis_2020/process_van_Dis_dataset.ipynb,2021-12-04
https://github.com/asreview/systematic-review-datasets,datasets/van_de_Schoot_2017/process_van_de_Schoot_dataset.ipynb,2021-12-04
https://github.com/basm92/econometrics2,assignment3/misc/power analysis exact calculation.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/.ipynb_checkpoints/question1_failedattempt_bas-checkpoint.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/.ipynb_checkpoints/question1_main-checkpoint.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/.ipynb_checkpoints/question2_main-checkpoint.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/question1_failedattempt_bas.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/question1_main.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/question2_main.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/submission/question1_main.ipynb,2021-12-04
https://github.com/basm92/macroeconomics_i,assignment_1/submission/question2_main.ipynb,2021-12-04
https://github.com/basm92/micro2_gametheory,Game theory assignment 1.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/Analyses/matched_sample_analysis.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/Analyses/unmatched_sample_analysis.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/arrange_hdng_data.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/clean_to_close_elections.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/data_to_analysis_matched.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/data_to_analysis_unmatched.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/data_to_analysis_unmatched_alternative_definition_of_margin.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/find_remaining_variables.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/make_data_entry_file.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/make_data_entry_file_lessclose.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/make_dataset_birthplace_birthdates_nonpols.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/new_closeelections_margins_create_potentialmissing.ipynb,2021-12-04
https://github.com/basm92/Polrents,Code/scrape.ipynb,2021-12-04
https://github.com/basm92/TheWoDPE,.ipynb_checkpoints/scraping_parl_names-checkpoint.ipynb,2021-12-04
https://github.com/basm92/TheWoDPE,Code/.ipynb_checkpoints/clean_names-checkpoint.ipynb,2021-12-04
https://github.com/basm92/TheWoDPE,Code/.ipynb_checkpoints/scraping_parl_names-checkpoint.ipynb,2021-12-04
https://github.com/basm92/TheWoDPE,Code/clean_names.ipynb,2021-12-04
https://github.com/basm92/TheWoDPE,Code/scraping_parl_names.ipynb,2021-12-04
https://github.com/basm92/UU_PhD_BasMachielsen,Paper1/Code/wealth_correction.ipynb,2021-12-04
https://github.com/Bastiaansen/Climate_Feedback_Projections,1. Python - CMIP Feedback Computations/CESM2 1pct CO2/Compute_Fields.ipynb,2021-12-04
https://github.com/Bastiaansen/Climate_Feedback_Projections,1. Python - CMIP Feedback Computations/CESM2 abrupt4xCO2/Compute_Fields.ipynb,2021-12-04
https://github.com/Bastiaansen/Climate_Feedback_Projections,3. Python Visualisation/compare_1pct_projections.ipynb,2021-12-04
https://github.com/Bastiaansen/Climate_Feedback_Projections,3. Python Visualisation/make_mode_plots.ipynb,2021-12-04
https://github.com/Bastiaansen/MCLR-ECS-estimation,Codes/Python - LongRunMIP/LongRunMIP_ECS_estimations.ipynb,2021-12-04
https://github.com/Bastiaansen/MCLR-ECS-estimation,Codes/Python - LongRunMIP/remaining_error_plot.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,Shifted exponents.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,The largest floating point value.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,Tutorial_solutions_part1.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,Tutorial_solutions_part2.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,Tutorial_solutions_part3.ipynb,2021-12-04
https://github.com/berg0138/NumericalMethods_Python,[NM2018] Python tutorial.ipynb,2021-12-04
https://github.com/Bovi-analytics/BIBCEssentials,Python/MyFirstVisual.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/EatingTime_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/LegActivity_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/LyingTime_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/RuminatingTime_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/StandingTime_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Daily models/WalkingTime_24h_pattern.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/EatingTime_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/LegActivity_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/LyingTime_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/RuminatingTime_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/StandingTime_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/TimeBudgetGraph_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Lactation models/WalkingTime_MonthsInMilk.ipynb,2021-12-04
https://github.com/Bovi-analytics/Hut-et-al-2021,Time_budget_circadian_pattern_graph.ipynb,2021-12-04
https://github.com/bozso/demeter_process,day_h_corr.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/advanced/structured_programming.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/advanced/type_annotations.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/file_io_exceptions.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/introduction.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/numpy.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/object_oriented_programming.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/en/scipy.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/01_bevezetes.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/02_io_fajlok_hibakezeles.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/03_numpy.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/04_linearis_algebra_matplotlib.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/05_scipy.ipynb,2021-12-04
https://github.com/bozso/python_course,notebooks/hu/06_objektom_orientalt_programozas.ipynb,2021-12-04
https://github.com/brentp/cruzdb,paper/gwasCat-lincRNA.ipynb,2021-12-04
https://github.com/brentp/cruzdb,paper/replication-timing.ipynb,2021-12-04
https://github.com/chauncyzhu/deep_learning_class,ClassificationExperiment.ipynb,2021-12-04
https://github.com/chauncyzhu/deep_learning_class,RegressionExperiment.ipynb,2021-12-04
https://github.com/chauncyzhu/deep_learning_classtwo,ClassificationExperiment.ipynb,2021-12-04
https://github.com/chauncyzhu/deep_learning_classtwo,RegressionExperiment.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw1/cs285/scripts/run_hw1.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw2/cs285/scripts/run_hw2.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw3/cs285/scripts/run_hw3_actor_critic.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw3/cs285/scripts/run_hw3_dqn.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw4/cs285/scripts/run_hw4_mb.ipynb,2021-12-04
https://github.com/chauncyzhu/homework_fall2020,hw5/run_hw5_expl.ipynb,2021-12-04
https://github.com/chauncyzhu/machinelearning_class_four,experiment.ipynb,2021-12-04
https://github.com/CLARIAH/ATM,DialectLexiconConversion/lexdb_conversion.ipynb,2021-12-04
https://github.com/CLARIAH/serpens,Slicing-and-Dicing-Newspapers/code/Experiments/OCR quality check .ipynb,2021-12-04
https://github.com/CLARIAH/serpens,Slicing-and-Dicing-Newspapers/code/Experiments/Snippets_classification_clean.ipynb,2021-12-04
https://github.com/CLARIAH/serpens,Slicing-and-Dicing-Newspapers/code/Experiments/Two-class.ipynb,2021-12-04
https://github.com/CLARIAH/serpens,Slicing-and-Dicing-Newspapers/code/Experiments/full_text_experiments.ipynb,2021-12-04
https://github.com/CLARIAH/wp4-datalegend-api,src/d3js.ipynb,2021-12-04
https://github.com/CLARIAH/wp4-links,assets/csv-to-rdf/convert-births-to-rdf.ipynb,2021-12-04
https://github.com/CLARIAH/wp4-links,assets/csv-to-rdf/convert-marriages-to-rdf.ipynb,2021-12-04
https://github.com/computationalgeography/opengeohub2021,notebook/course.ipynb,2021-12-04
https://github.com/costanzalaudisa/INFOMRproject,query.ipynb,2021-12-04
https://github.com/costanzalaudisa/INFOMRproject,stats.ipynb,2021-12-04
https://github.com/costanzalaudisa/INFOMRproject,weights.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Datos/ceilometro/Untitled.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Datos/delegaciones_cdmx/algoritmo in or out.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Calculo_Richardson.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Grafica_1_1.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Gráficas semanales.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Promedios_mesuales.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Pruebas_netCDF4.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Regenerar_ceilo_dat.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Untitled.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/Untitled2.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/ceilometro_pandas.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/coordenada_más_cercana.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/graficas_apartir_promedios.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/porco il dio.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/puntos_de malla_en_delegaciones.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,Notebooks/reunion_30_ago.ipynb,2021-12-04
https://github.com/cpierard/capa_limite_WRF,VC_notebooks/VC mar y sep.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Convección en fluido estratificado.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Ec_edo_cuadratica.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,R-B/RB_modificado.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,R-B/Untitled.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Strat_conv/Plot_hdf5.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Strat_conv/UGM_plots.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Strat_conv/Untitled.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,Strat_conv/multifigplot.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,ajustes_perfil_estratificacion.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,animaciones.ipynb,2021-12-04
https://github.com/cpierard/convection_model_project,rho(T)_lineal.ipynb,2021-12-04
https://github.com/cpierard/katabatic_wind,read_and_plot.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,Approximate equation for upper ocean temperature.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,GRANTISM/GRANTISM Greenland.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,GRANTISM/GRANTISM.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,GRANTISM/Greenland revisited.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,GRANTISM/new_grantism_finite_dif.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,Milankovitch (funciones y animaciones).ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,Modelo Cero Dimensional de Balance de Energía.ipynb,2021-12-04
https://github.com/cpierard/Modelacion_Climatica,Retroalimentador Hielo Albedo.ipynb,2021-12-04
https://github.com/cpierard/moguls_of_chaos,Moguls_of_Chaos_[julia].ipynb,2021-12-04
https://github.com/cpierard/moguls_of_chaos,Moguls_of_Chaos_[python].ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,00.GMT_plots.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,01.Defining_plot_functions.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,01.Temperature_distribution_profiles.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,02.SBE_explorations.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,03.Aquadopp_distributions.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,04.Positioning_intruments.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,06. Temperature profiles.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,07.ambient_stratification.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,08.Model_profiles.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,09.ridge_plots.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,10.Spectral_analysis_I.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,11.Spectral_analysis_II.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,12.PSD_plots_clean.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,14.Power_spectra_density_vs_temperature.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,15.Power-Spectra-Report.ipynb,2021-12-04
https://github.com/cpierard/momar_data_analysis,16.PSD_aquadopp.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Bifurcation_Diagram.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Computing_fractal_dimensions.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Examen unidad 9.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Iterator.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Logistic_equation.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Quiz 1.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Ski_Slope_Model.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,Testing_cobweb_plot.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,delay-coordinate_embedding.ipynb,2021-12-04
https://github.com/cpierard/Nonlinear_dynamics,simple_ODE_solvers.ipynb,2021-12-04
https://github.com/davidcortesortuno/nb_cat,test/test_nb.ipynb,2021-12-04
https://github.com/davidcortesortuno/nebm_plot_tools,tutorial/tutorial_fidimag.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2018-chiral_magnonic_crystals,notebooks/simulation_details.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2018-chiral_magnonic_crystals,notebooks/wave_evolution.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons NEBM skyrmion collapse.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons NEBM skyrmion escape.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons NEBM tgt-state-up skyrmion-down collapse.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons PdPdFe energies_positive_fields.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons_phase_diagram.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/Hexagons_phase_diagram_pinned_bs.ipynb,2021-12-04
https://github.com/davidcortesortuno/paper-2019_nanoscale_skyrmions_target_states_confined_geometries,notebooks/image_rotated NEBM target state-skyrmion.ipynb,2021-12-04
